Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Segment,Region,State,City,Category,Sub_Category,Quantity,Discount,Sales,Profit
1668,ORD-2022-05335,2022-10-25,2022-10-27,Standard Class,Small Business,North,Chandigarh,Chandigarh,Electronics,Laptops,7,0.3,125458.83,-12082.24
1669,ORD-2022-01055,2022-10-25,2022-10-30,Second Class,Consumer,West,Gujarat,Ahmedabad,Clothing,Footwear,6,0.0,7086.64,1325.07
1670,ORD-2022-03704,2022-10-25,2022-10-31,First Class,Corporate,East,West Bengal,Kolkata,Office Supplies,Labels,1,0.1,1871.75,149.34
1671,ORD-2022-01395,2022-10-25,2022-10-29,First Class,Corporate,South,Karnataka,Bengaluru,Furniture,Chairs,2,0.3,32900.74,-6314.29
1672,ORD-2022-00348,2022-10-25,2022-11-01,Standard Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Laptops,1,0.05,22531.95,-212.88
1673,ORD-2022-03060,2022-10-25,2022-10-28,Standard Class,Consumer,North,Rajasthan,Jaipur,Electronics,Mobiles,12,0.0,26385.37,2012.13
1674,ORD-2022-04446,2022-10-25,2022-10-30,Same Day,Small Business,South,Kerala,Kochi,Office Supplies,Paper,12,0.0,11328.89,1521.68
1675,ORD-2022-04827,2022-10-25,2022-10-31,Same Day,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Kids,8,0.0,33603.59,7563.17
1676,ORD-2022-00929,2022-10-25,2022-10-30,Standard Class,Small Business,West,Maharashtra,Nagpur,Clothing,Women,6,0.15,23243.0,5553.48
1677,ORD-2022-03965,2022-10-25,2022-10-28,Standard Class,Corporate,South,Telangana,Hyderabad,Office Supplies,Stationery,12,0.2,15105.97,657.21
1678,ORD-2022-01145,2022-10-25,2022-10-26,Standard Class,Small Business,East,West Bengal,Kolkata,Office Supplies,Stationery,5,0.15,4757.67,450.15
1679,ORD-2022-04730,2022-10-25,2022-11-01,First Class,Consumer,West,Maharashtra,Mumbai,Electronics,Mobiles,9,0.0,99063.99,10021.38
1680,ORD-2022-02851,2022-10-26,2022-10-31,Standard Class,Corporate,West,Maharashtra,Pune,Office Supplies,Paper,9,0.1,5600.68,543.85
1681,ORD-2022-01060,2022-10-26,2022-11-02,First Class,Consumer,South,Karnataka,Bengaluru,Office Supplies,Labels,4,0.15,2562.96,212.12
1682,ORD-2022-00797,2022-10-26,2022-11-02,Standard Class,Consumer,North,Uttar Pradesh,Lucknow,Furniture,Bookcases,5,0.1,68927.3,-4988.5
1683,ORD-2022-04226,2022-10-26,2022-11-01,Standard Class,Small Business,North,Uttar Pradesh,Lucknow,Home Appliances,Lighting,9,0.05,57473.24,4953.86
1684,ORD-2022-00147,2022-10-26,2022-10-27,First Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Bookcases,5,0.0,77082.15,-7262.45
1685,ORD-2022-04287,2022-10-26,2022-10-30,Same Day,Consumer,South,Karnataka,Bengaluru,Clothing,Kids,11,0.0,44803.54,8626.56
1686,ORD-2022-00273,2022-10-27,2022-11-02,Second Class,Corporate,South,Tamil Nadu,Chennai,Office Supplies,Paper,12,0.0,6170.43,1541.31
1687,ORD-2022-00310,2022-10-27,2022-10-28,First Class,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Stationery,5,0.15,4353.69,404.32
1688,ORD-2022-00604,2022-10-27,2022-10-31,Same Day,Consumer,South,Tamil Nadu,Chennai,Electronics,Cameras,1,0.1,19805.32,2601.2
1689,ORD-2022-01940,2022-10-27,2022-11-01,Same Day,Consumer,North,Delhi,Delhi,Furniture,Tables,3,0.2,60154.09,-6864.85
1690,ORD-2022-03777,2022-10-28,2022-11-04,Standard Class,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Labels,4,0.05,2872.84,129.66
1691,ORD-2022-02808,2022-10-28,2022-11-03,Standard Class,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,10,0.05,18367.46,1928.89
1692,ORD-2022-02246,2022-10-28,2022-11-01,Second Class,Consumer,West,Maharashtra,Nagpur,Office Supplies,Binders,3,0.0,1716.01,319.63
1693,ORD-2022-03962,2022-10-28,2022-10-30,Standard Class,Small Business,West,Maharashtra,Nagpur,Electronics,Mobiles,1,0.0,10105.93,2156.87
1694,ORD-2022-01059,2022-10-28,2022-11-01,First Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Laptops,11,0.0,111467.25,14782.34
1695,ORD-2022-00434,2022-10-29,2022-11-05,Second Class,Small Business,West,Gujarat,Ahmedabad,Office Supplies,Labels,8,0.0,8635.73,1926.22
1696,ORD-2022-01276,2022-10-29,2022-10-31,Same Day,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Storage,8,0.0,48743.8,-560.41
1697,ORD-2022-00968,2022-10-29,2022-11-02,Second Class,Consumer,West,Maharashtra,Pune,Clothing,Women,10,0.0,19842.16,6509.35
1698,ORD-2022-05732,2022-10-29,2022-10-31,Standard Class,Consumer,North,Rajasthan,Jaipur,Clothing,Kids,4,0.05,2884.21,569.87
1699,ORD-2022-05134,2022-10-29,2022-11-01,Second Class,Consumer,North,Rajasthan,Jaipur,Home Appliances,Kitchen,7,0.0,32851.71,3522.2
1700,ORD-2022-00217,2022-10-29,2022-10-30,Same Day,Consumer,West,Gujarat,Ahmedabad,Electronics,Mobiles,8,0.05,53026.26,1518.17
1701,ORD-2022-04463,2022-10-29,2022-11-02,Second Class,Corporate,East,West Bengal,Kolkata,Home Appliances,Lighting,3,0.0,42693.89,5575.24
1702,ORD-2022-05029,2022-10-30,2022-11-04,Standard Class,Corporate,South,Kerala,Kochi,Home Appliances,Kitchen,9,0.15,72889.86,5997.71
1703,ORD-2022-00645,2022-10-30,2022-11-03,First Class,Consumer,North,Chandigarh,Chandigarh,Furniture,Storage,6,0.05,139614.88,-8341.23
1704,ORD-2022-03894,2022-10-30,2022-11-05,Second Class,Consumer,East,Bihar,Patna,Clothing,Footwear,1,0.0,4669.64,492.74
1705,ORD-2022-05873,2022-10-30,2022-11-04,Standard Class,Consumer,South,Karnataka,Bengaluru,Office Supplies,Stationery,8,0.0,13563.03,2734.61
1706,ORD-2022-04164,2022-10-30,2022-11-02,First Class,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Laptops,6,0.1,102630.3,-6176.45
1707,ORD-2022-02604,2022-10-30,2022-11-03,First Class,Corporate,North,Delhi,Delhi,Electronics,Cameras,6,0.1,33073.01,-707.1
1708,ORD-2022-04102,2022-10-30,2022-11-01,Standard Class,Small Business,West,Maharashtra,Mumbai,Furniture,Tables,10,0.1,44187.5,-5158.02
1709,ORD-2022-01364,2022-10-31,2022-11-07,First Class,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,1,0.0,13292.39,553.17
1710,ORD-2022-03625,2022-11-01,2022-11-02,Same Day,Corporate,South,Telangana,Hyderabad,Electronics,Cameras,11,0.0,360195.33,77033.54
1711,ORD-2022-03927,2022-11-01,2022-11-03,Standard Class,Corporate,West,Gujarat,Ahmedabad,Home Appliances,Lighting,8,0.1,75506.86,6615.78
1712,ORD-2022-01743,2022-11-01,2022-11-04,Second Class,Consumer,North,Chandigarh,Chandigarh,Clothing,Kids,1,0.0,1392.91,312.29
1713,ORD-2022-04099,2022-11-02,2022-11-09,First Class,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Cleaning,9,0.15,97160.97,-284.7
1714,ORD-2022-05663,2022-11-03,2022-11-06,Same Day,Small Business,North,Delhi,Delhi,Electronics,Cameras,11,0.15,262617.26,6681.45
1715,ORD-2022-05766,2022-11-03,2022-11-10,Standard Class,Corporate,East,Bihar,Patna,Clothing,Men,11,0.05,47357.86,8328.79
1716,ORD-2022-01204,2022-11-03,2022-11-05,Second Class,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Paper,4,0.0,846.32,179.93
1717,ORD-2022-05266,2022-11-03,2022-11-06,Second Class,Consumer,South,Kerala,Kochi,Office Supplies,Labels,6,0.0,10696.78,1400.03
1718,ORD-2022-00091,2022-11-04,2022-11-07,First Class,Consumer,East,West Bengal,Kolkata,Furniture,Bookcases,2,0.0,10012.79,-141.93
1719,ORD-2022-03871,2022-11-04,2022-11-07,First Class,Consumer,East,Assam,Guwahati,Furniture,Bookcases,1,0.0,22158.37,-2291.47
1720,ORD-2022-05574,2022-11-04,2022-11-08,First Class,Consumer,South,Karnataka,Bengaluru,Office Supplies,Labels,2,0.1,3087.79,332.02
1721,ORD-2022-00957,2022-11-04,2022-11-10,Standard Class,Consumer,West,Maharashtra,Pune,Electronics,Mobiles,7,0.1,188608.56,13308.88
1722,ORD-2022-05928,2022-11-04,2022-11-08,Standard Class,Consumer,East,Assam,Guwahati,Clothing,Kids,9,0.05,43249.69,8866.16
1723,ORD-2022-03797,2022-11-04,2022-11-06,Standard Class,Consumer,North,Chandigarh,Chandigarh,Home Appliances,Kitchen,11,0.15,41593.01,-202.15
1724,ORD-2022-02309,2022-11-05,2022-11-07,Standard Class,Consumer,South,Kerala,Kochi,Office Supplies,Stationery,1,0.05,231.18,43.25
1725,ORD-2022-01301,2022-11-05,2022-11-11,Standard Class,Corporate,East,Bihar,Patna,Clothing,Women,7,0.1,20068.2,2607.15
1726,ORD-2022-03440,2022-11-05,2022-11-08,Standard Class,Corporate,South,Kerala,Kochi,Home Appliances,Cleaning,5,0.15,20452.58,461.47
1727,ORD-2022-03649,2022-11-05,2022-11-06,Standard Class,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,6,0.05,11212.91,2264.7
1728,ORD-2022-02481,2022-11-05,2022-11-07,First Class,Small Business,East,Bihar,Patna,Furniture,Tables,5,0.0,112562.66,-6343.09
1729,ORD-2022-02764,2022-11-05,2022-11-11,Standard Class,Corporate,East,Assam,Guwahati,Electronics,Cameras,6,0.0,42937.87,2666.67
1730,ORD-2022-03211,2022-11-05,2022-11-10,First Class,Corporate,West,Maharashtra,Pune,Clothing,Men,6,0.15,17474.67,3774.7
1731,ORD-2022-02633,2022-11-06,2022-11-11,Second Class,Corporate,West,Maharashtra,Nagpur,Clothing,Footwear,5,0.1,6581.23,1196.71
1732,ORD-2022-02448,2022-11-06,2022-11-07,Second Class,Consumer,South,Tamil Nadu,Chennai,Clothing,Footwear,4,0.1,9516.98,1484.04
1733,ORD-2022-01110,2022-11-06,2022-11-12,Standard Class,Consumer,West,Maharashtra,Mumbai,Clothing,Men,3,0.05,14837.83,4597.38
1734,ORD-2022-03938,2022-11-06,2022-11-12,Same Day,Small Business,West,Maharashtra,Mumbai,Electronics,Cameras,4,0.1,27584.49,-826.61
1735,ORD-2022-00744,2022-11-07,2022-11-08,First Class,Consumer,East,West Bengal,Kolkata,Electronics,Cameras,12,0.05,239948.04,18371.73
1736,ORD-2022-03753,2022-11-07,2022-11-14,Standard Class,Consumer,West,Maharashtra,Nagpur,Home Appliances,Kitchen,9,0.0,114931.75,17834.02
1737,ORD-2022-00841,2022-11-07,2022-11-09,Second Class,Corporate,East,Odisha,Bhubaneswar,Home Appliances,Kitchen,8,0.05,69533.16,3617.96
1738,ORD-2022-00696,2022-11-07,2022-11-10,Standard Class,Consumer,South,Telangana,Hyderabad,Home Appliances,Lighting,11,0.15,49389.59,-670.35
1739,ORD-2022-04166,2022-11-07,2022-11-08,Standard Class,Corporate,South,Karnataka,Bengaluru,Home Appliances,Cooling,2,0.1,7718.43,599.17
1740,ORD-2022-04918,2022-11-07,2022-11-11,Standard Class,Small Business,East,West Bengal,Kolkata,Electronics,Mobiles,7,0.0,211076.53,16350.41
1741,ORD-2022-01642,2022-11-07,2022-11-08,First Class,Small Business,West,Maharashtra,Pune,Electronics,Mobiles,1,0.0,31318.64,5785.59
1742,ORD-2022-04403,2022-11-08,2022-11-12,Second Class,Consumer,North,Rajasthan,Jaipur,Electronics,Mobiles,11,0.2,61391.75,-3238.84
1743,ORD-2022-00058,2022-11-08,2022-11-12,Second Class,Consumer,East,Assam,Guwahati,Clothing,Footwear,1,0.0,939.89,189.34
1744,ORD-2022-01631,2022-11-08,2022-11-13,Standard Class,Consumer,East,Bihar,Patna,Office Supplies,Labels,5,0.15,8398.37,1126.09
1745,ORD-2022-05892,2022-11-08,2022-11-10,Standard Class,Corporate,South,Kerala,Kochi,Clothing,Men,9,0.1,41882.96,8918.12
1746,ORD-2022-03407,2022-11-08,2022-11-13,Standard Class,Consumer,South,Karnataka,Bengaluru,Home Appliances,Cooling,10,0.15,114411.9,5254.27
1747,ORD-2022-02374,2022-11-08,2022-11-10,Standard Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Laptops,2,0.1,58620.17,4695.88
1748,ORD-2022-00838,2022-11-08,2022-11-13,First Class,Corporate,North,Chandigarh,Chandigarh,Clothing,Women,10,0.0,54401.78,8709.66
1749,ORD-2022-05581,2022-11-08,2022-11-15,Same Day,Corporate,East,West Bengal,Kolkata,Electronics,Laptops,10,0.0,171227.31,36645.4
1750,ORD-2022-01366,2022-11-08,2022-11-15,First Class,Consumer,North,Delhi,Delhi,Office Supplies,Stationery,4,0.05,7469.48,1086.72
1751,ORD-2022-02491,2022-11-08,2022-11-13,Standard Class,Consumer,East,Assam,Guwahati,Electronics,Cameras,1,0.15,7737.28,187.01
1752,ORD-2022-03003,2022-11-09,2022-11-12,Standard Class,Consumer,North,Delhi,Delhi,Electronics,Mobiles,12,0.0,89561.34,6733.55
1753,ORD-2022-03262,2022-11-09,2022-11-16,Standard Class,Corporate,West,Maharashtra,Nagpur,Furniture,Storage,10,0.15,165490.68,-15264.83
1754,ORD-2022-00187,2022-11-09,2022-11-12,Second Class,Consumer,East,Assam,Guwahati,Office Supplies,Labels,2,0.0,964.98,201.1
1755,ORD-2022-03896,2022-11-09,2022-11-10,Same Day,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Labels,12,0.0,22747.35,5461.59
1756,ORD-2022-02770,2022-11-09,2022-11-13,First Class,Consumer,West,Maharashtra,Nagpur,Office Supplies,Binders,1,0.05,985.68,141.16
1757,ORD-2022-05182,2022-11-09,2022-11-11,Standard Class,Corporate,North,Chandigarh,Chandigarh,Furniture,Storage,9,0.1,72940.62,-7059.14
1758,ORD-2022-03471,2022-11-09,2022-11-15,Standard Class,Small Business,West,Maharashtra,Pune,Clothing,Footwear,2,0.0,3549.14,761.35
1759,ORD-2022-01139,2022-11-10,2022-11-15,Standard Class,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,6,0.15,10515.64,1481.06
1760,ORD-2022-00761,2022-11-10,2022-11-16,Standard Class,Consumer,West,Maharashtra,Nagpur,Electronics,Mobiles,12,0.05,81095.4,3281.26
1761,ORD-2022-02203,2022-11-10,2022-11-12,Second Class,Consumer,East,West Bengal,Kolkata,Electronics,Cameras,2,0.05,27970.36,3305.69
1762,ORD-2022-00040,2022-11-10,2022-11-14,First Class,Corporate,West,Maharashtra,Nagpur,Electronics,Accessories,3,0.05,74045.81,6428.04
1763,ORD-2022-00654,2022-11-10,2022-11-11,Second Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Mobiles,10,0.0,250926.72,8433.26
1764,ORD-2022-02131,2022-11-11,2022-11-15,Second Class,Consumer,West,Maharashtra,Mumbai,Home Appliances,Cleaning,10,0.2,23007.32,145.14
1765,ORD-2022-01804,2022-11-11,2022-11-18,First Class,Consumer,North,Chandigarh,Chandigarh,Clothing,Kids,9,0.3,31346.92,-652.73
1766,ORD-2022-05964,2022-11-11,2022-11-17,First Class,Consumer,North,Rajasthan,Jaipur,Electronics,Cameras,1,0.1,24311.56,-790.87
1767,ORD-2022-02037,2022-11-11,2022-11-14,First Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Cameras,12,0.0,362944.72,44839.99
1768,ORD-2022-00412,2022-11-11,2022-11-13,Standard Class,Consumer,South,Tamil Nadu,Chennai,Clothing,Kids,4,0.0,10815.21,1649.55
1769,ORD-2022-00469,2022-11-12,2022-11-13,First Class,Consumer,South,Tamil Nadu,Chennai,Furniture,Bookcases,5,0.0,59245.35,-3070.69
1770,ORD-2022-01730,2022-11-12,2022-11-14,Standard Class,Small Business,North,Chandigarh,Chandigarh,Office Supplies,Binders,6,0.1,1538.23,369.62
1771,ORD-2022-01285,2022-11-12,2022-11-18,Standard Class,Consumer,South,Telangana,Hyderabad,Furniture,Bookcases,7,0.05,108523.94,-10001.5
1772,ORD-2022-04845,2022-11-12,2022-11-17,Same Day,Consumer,East,Assam,Guwahati,Office Supplies,Paper,1,0.0,2052.28,513.03
1773,ORD-2022-00773,2022-11-12,2022-11-18,First Class,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,9,0.1,241147.09,21207.55
1774,ORD-2022-01160,2022-11-12,2022-11-18,Same Day,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Kitchen,8,0.2,55554.59,-2193.84
1775,ORD-2022-01275,2022-11-12,2022-11-19,Same Day,Consumer,West,Gujarat,Ahmedabad,Clothing,Women,11,0.0,57676.02,16886.72
1776,ORD-2022-04942,2022-11-12,2022-11-18,Standard Class,Consumer,West,Maharashtra,Pune,Furniture,Storage,2,0.0,28640.08,-926.15
1777,ORD-2022-01243,2022-11-12,2022-11-18,Standard Class,Consumer,South,Karnataka,Bengaluru,Clothing,Kids,11,0.0,46457.71,8599.28
1778,ORD-2022-03691,2022-11-12,2022-11-15,First Class,Consumer,North,Chandigarh,Chandigarh,Clothing,Women,8,0.05,22799.3,5175.48
1779,ORD-2022-00055,2022-11-12,2022-11-16,Standard Class,Consumer,North,Rajasthan,Jaipur,Electronics,Mobiles,12,0.05,125494.27,17175.14
1780,ORD-2022-02459,2022-11-12,2022-11-18,Standard Class,Corporate,South,Kerala,Kochi,Clothing,Men,8,0.0,16918.31,4229.26
1781,ORD-2022-03163,2022-11-12,2022-11-13,Standard Class,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,3,0.0,231.49,35.29
1782,ORD-2022-05895,2022-11-13,2022-11-18,Standard Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Accessories,12,0.2,304408.35,8236.61
1783,ORD-2022-03267,2022-11-14,2022-11-15,Second Class,Consumer,South,Karnataka,Bengaluru,Furniture,Chairs,4,0.05,15135.49,-1478.73
1784,ORD-2022-03864,2022-11-14,2022-11-21,Standard Class,Consumer,West,Maharashtra,Pune,Electronics,Laptops,3,0.3,36606.56,-2303.89
1785,ORD-2022-02180,2022-11-14,2022-11-21,Standard Class,Consumer,West,Maharashtra,Nagpur,Office Supplies,Stationery,3,0.0,2629.56,474.39
1786,ORD-2022-02585,2022-11-14,2022-11-16,Second Class,Consumer,North,Rajasthan,Jaipur,Office Supplies,Binders,12,0.0,17667.97,4342.58
1787,ORD-2022-05790,2022-11-15,2022-11-19,First Class,Consumer,South,Tamil Nadu,Chennai,Clothing,Kids,5,0.05,12393.48,2487.09
1788,ORD-2022-01814,2022-11-15,2022-11-22,Standard Class,Corporate,East,Assam,Guwahati,Furniture,Chairs,9,0.0,70684.18,2389.86
1789,ORD-2022-00020,2022-11-15,2022-11-18,First Class,Consumer,East,West Bengal,Kolkata,Home Appliances,Cleaning,5,0.05,24002.62,-713.8
1790,ORD-2022-04688,2022-11-16,2022-11-19,Standard Class,Corporate,South,Karnataka,Bengaluru,Clothing,Men,10,0.0,46299.41,7546.63
1791,ORD-2022-00788,2022-11-16,2022-11-21,Standard Class,Consumer,South,Telangana,Hyderabad,Furniture,Storage,10,0.3,69651.77,-9921.84
1792,ORD-2022-04068,2022-11-16,2022-11-18,Standard Class,Consumer,North,Rajasthan,Jaipur,Furniture,Storage,4,0.0,57263.65,-124.0
1793,ORD-2022-05866,2022-11-16,2022-11-20,Standard Class,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Paper,1,0.15,388.74,26.83
1794,ORD-2022-01997,2022-11-16,2022-11-18,Standard Class,Small Business,South,Telangana,Hyderabad,Clothing,Men,11,0.2,47812.45,5661.41
1795,ORD-2022-04984,2022-11-16,2022-11-23,Second Class,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Lighting,2,0.1,15326.99,324.44
1796,ORD-2022-02817,2022-11-16,2022-11-19,Second Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Cameras,2,0.05,43732.48,4544.85
1797,ORD-2022-00324,2022-11-16,2022-11-18,Standard Class,Consumer,North,Uttar Pradesh,Lucknow,Home Appliances,Cleaning,5,0.0,11534.03,2370.74
1798,ORD-2022-01797,2022-11-17,2022-11-21,Standard Class,Small Business,North,Delhi,Delhi,Clothing,Kids,8,0.05,7830.19,1376.99
1799,ORD-2022-02010,2022-11-17,2022-11-23,Second Class,Consumer,East,Assam,Guwahati,Office Supplies,Binders,9,0.1,1159.0,215.87
1800,ORD-2022-02863,2022-11-17,2022-11-18,First Class,Consumer,South,Kerala,Kochi,Electronics,Cameras,11,0.05,274757.12,2435.03
1801,ORD-2022-04790,2022-11-17,2022-11-24,Standard Class,Small Business,East,Assam,Guwahati,Electronics,Mobiles,1,0.0,33527.26,3010.23
1802,ORD-2022-05570,2022-11-17,2022-11-24,First Class,Consumer,East,Bihar,Patna,Office Supplies,Stationery,4,0.0,3000.74,360.41
1803,ORD-2022-04119,2022-11-18,2022-11-22,Standard Class,Consumer,East,Bihar,Patna,Electronics,Cameras,5,0.0,155795.94,11328.28
1804,ORD-2022-02705,2022-11-18,2022-11-25,Same Day,Corporate,South,Telangana,Hyderabad,Home Appliances,Cooling,10,0.2,116422.13,-586.94
1805,ORD-2022-04427,2022-11-18,2022-11-19,Standard Class,Consumer,East,Assam,Guwahati,Electronics,Mobiles,8,0.2,57237.59,1203.26
1806,ORD-2022-04469,2022-11-18,2022-11-22,Standard Class,Small Business,South,Tamil Nadu,Chennai,Electronics,Accessories,7,0.2,31774.61,204.84
1807,ORD-2022-00334,2022-11-18,2022-11-19,Standard Class,Consumer,North,Delhi,Delhi,Electronics,Accessories,6,0.0,145826.81,8657.78
1808,ORD-2022-04809,2022-11-19,2022-11-25,Second Class,Consumer,South,Karnataka,Bengaluru,Home Appliances,Lighting,5,0.05,6174.3,868.34
1809,ORD-2022-01880,2022-11-19,2022-11-20,First Class,Consumer,East,West Bengal,Kolkata,Clothing,Kids,4,0.15,8468.59,818.47
1810,ORD-2022-04548,2022-11-19,2022-11-20,Standard Class,Consumer,South,Kerala,Kochi,Electronics,Laptops,5,0.05,87781.56,6281.35
1811,ORD-2022-01284,2022-11-19,2022-11-21,Standard Class,Consumer,North,Chandigarh,Chandigarh,Clothing,Women,10,0.0,53671.6,14888.62
1812,ORD-2022-03956,2022-11-20,2022-11-24,Second Class,Corporate,South,Karnataka,Bengaluru,Electronics,Cameras,8,0.1,37481.51,499.14
1813,ORD-2022-04204,2022-11-20,2022-11-26,Standard Class,Consumer,East,West Bengal,Kolkata,Electronics,Laptops,2,0.2,13570.63,-789.6
1814,ORD-2022-00337,2022-11-20,2022-11-23,Second Class,Corporate,South,Kerala,Kochi,Home Appliances,Cleaning,2,0.1,26782.24,-523.05
1815,ORD-2022-03590,2022-11-21,2022-11-24,First Class,Corporate,East,Assam,Guwahati,Office Supplies,Stationery,10,0.0,12590.59,1966.98
1816,ORD-2022-02906,2022-11-21,2022-11-22,First Class,Small Business,North,Uttar Pradesh,Lucknow,Furniture,Chairs,9,0.05,98789.83,3.43
1817,ORD-2022-05190,2022-11-21,2022-11-26,Second Class,Corporate,South,Tamil Nadu,Chennai,Clothing,Men,7,0.05,21455.34,6412.36
1818,ORD-2022-04811,2022-11-21,2022-11-22,Standard Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Chairs,3,0.05,17657.12,6.87
1819,ORD-2022-00365,2022-11-22,2022-11-26,Standard Class,Consumer,East,Assam,Guwahati,Office Supplies,Labels,7,0.05,9834.96,1931.67
1820,ORD-2022-05854,2022-11-22,2022-11-27,Same Day,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Kids,2,0.0,7271.2,1172.73
1821,ORD-2022-04495,2022-11-22,2022-11-29,Standard Class,Consumer,West,Gujarat,Ahmedabad,Home Appliances,Kitchen,7,0.05,58153.11,6187.62
1822,ORD-2022-03629,2022-11-22,2022-11-26,Standard Class,Consumer,West,Maharashtra,Pune,Office Supplies,Paper,6,0.05,6977.78,435.64
1823,ORD-2022-05023,2022-11-22,2022-11-26,Second Class,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Cleaning,6,0.05,8790.31,385.41
1824,ORD-2022-00090,2022-11-22,2022-11-25,Second Class,Small Business,North,Chandigarh,Chandigarh,Electronics,Cameras,6,0.1,173986.37,14057.41
1825,ORD-2022-04274,2022-11-22,2022-11-29,Second Class,Corporate,East,Bihar,Patna,Electronics,Accessories,1,0.05,10705.14,109.36
1826,ORD-2022-01006,2022-11-22,2022-11-27,Standard Class,Consumer,West,Maharashtra,Mumbai,Office Supplies,Binders,9,0.1,6060.0,930.87
1827,ORD-2022-03503,2022-11-22,2022-11-29,Standard Class,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,7,0.1,5353.24,710.45
1828,ORD-2022-00002,2022-11-23,2022-11-29,Standard Class,Corporate,West,Maharashtra,Pune,Office Supplies,Binders,7,0.0,14092.0,2419.65
1829,ORD-2022-02843,2022-11-23,2022-11-28,First Class,Consumer,East,Odisha,Bhubaneswar,Clothing,Kids,7,0.15,25568.45,5973.2
1830,ORD-2022-01269,2022-11-23,2022-11-25,Standard Class,Consumer,East,Assam,Guwahati,Furniture,Tables,4,0.0,100237.05,-6428.38
1831,ORD-2022-04031,2022-11-23,2022-11-27,Standard Class,Small Business,North,Rajasthan,Jaipur,Clothing,Footwear,7,0.15,17215.3,3386.82
1832,ORD-2022-02747,2022-11-23,2022-11-30,Second Class,Corporate,North,Rajasthan,Jaipur,Office Supplies,Paper,3,0.3,2645.95,117.69
1833,ORD-2022-02218,2022-11-24,2022-11-28,Second Class,Consumer,West,Maharashtra,Pune,Clothing,Women,1,0.15,3252.62,458.72
1834,ORD-2022-02308,2022-11-24,2022-11-30,Same Day,Consumer,East,West Bengal,Kolkata,Clothing,Kids,12,0.0,44754.1,9353.97
1835,ORD-2022-02519,2022-11-24,2022-11-29,Standard Class,Consumer,West,Maharashtra,Mumbai,Home Appliances,Lighting,2,0.05,6637.25,273.53
1836,ORD-2022-04973,2022-11-24,2022-11-25,First Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,12,0.05,279393.38,-29477.94
1837,ORD-2022-04346,2022-11-24,2022-11-29,First Class,Consumer,West,Maharashtra,Pune,Clothing,Men,8,0.0,4037.75,894.92
1838,ORD-2022-04598,2022-11-24,2022-11-29,Standard Class,Consumer,North,Delhi,Delhi,Electronics,Laptops,7,0.1,68189.84,8692.6
1839,ORD-2022-00888,2022-11-24,2022-11-26,Standard Class,Consumer,West,Maharashtra,Nagpur,Furniture,Tables,3,0.05,40469.48,-2693.55
1840,ORD-2022-01330,2022-11-24,2022-11-29,First Class,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Women,7,0.05,10289.97,2376.94
1841,ORD-2022-01556,2022-11-25,2022-11-30,First Class,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Labels,12,0.15,5549.29,704.99
1842,ORD-2022-05211,2022-11-25,2022-12-01,Standard Class,Small Business,North,Chandigarh,Chandigarh,Home Appliances,Cooling,8,0.15,76208.15,871.07
1843,ORD-2022-00316,2022-11-25,2022-11-26,Second Class,Small Business,East,Bihar,Patna,Clothing,Kids,9,0.1,18805.31,3220.6
1844,ORD-2022-00644,2022-11-26,2022-12-02,Standard Class,Small Business,East,Bihar,Patna,Electronics,Accessories,7,0.05,87360.9,-1326.89
1845,ORD-2022-01385,2022-11-26,2022-12-03,Standard Class,Small Business,North,Uttar Pradesh,Lucknow,Clothing,Men,6,0.15,23333.13,4422.23
